,0,1,2,3,4,5,6,7,8
516111,8686282497895500938,1618225793951409308,2012-03-21T17:03:00-02:00,Eu e ninguém mais...,"



Só Deus sabe,

O quanto demorei para perceber, o erro era eu,

E hoje sei exatamente o que fazer,

Deixar a luz do Sol iluminar meu olhar,

E o brilho da Lua refletir meu sorriso,

Precisei desse tempo para rever a vida,

E notei que sou Feliz apenas por existir,

Então veja em meu rosto eu mudei,

Vou sorrir sem motivos, motivos para que??

O momento é agora, e meu momento é ser Feliz,

E não haverá ninguém capaz,

De apagar meu sorriso, de me prender onde não quero estar,

Pois sou digna dessa alegria e dessa liberdade,

Eu coloque um ponto final lá atrás,

Pode acreditar não foi fácil,

Mas hoje não quero nada além de brindar cada dia,

De ter o brilho das estrelas só para mim,

E eu adoro cada vez mais o que foi plantado aqui dentro,

E sou a única capaz de cultivar para cresça cada vez mais,

Cresça do tamanho dos sonhos que agora carrego,

Desejo transmitir essa paz,

Mesmo que você não possa enxergar,

E eu sei que no final terá algo muito melhor,

E então será um lindo inicio de um grande final,

E eu libertarei o mais lindo sentimento,

Sentimento que se alimenta dessa felicidade que mora aqui dentro.

De cada gesto de carinho, de cada sorriso que recebo,

A cada amanhecer e a cada entardecer, 

E sei que valeu a pena perdoar meu passado,

E voltar a brincar com o desenho das nuvens,

Valeu cada mudança aqui dentro,

O que eu quero é sorrir para você,

Mesmo que o dia esteja cinza e a chuva molhe o meu rosto,

Pois já sei o caminho a segui e nele eu vou correr,

Para sentir o vento em meus cabelos e no final agradecer,

Por cada segundo, por cada minuto, pelas vezes que cai,

E mais ainda por quando levantei... 

E esse momento será só meu e de braços abertos o
receberei....
",06077746890335019831,Vivian Lino Netto,0,
516112,3277026746150675665,1618225793951409308,2012-05-11T13:50:00-02:00,É você...,"

Sem ter por que, sem razão qualquer,
Sem pedir a menor licença,

Sem hora certa de chegar, chegou, marcou

E bagunçou tudo aqui dentro de mim,

E eu sinto que é bem maior,

De tudo que é maior
que existe em mim,





Um sentimento natural cresce com a cada sorriso,

Cada gesto, cada olhar, cada abraço,

E juro que se tenho em meus braços,

Parece que meu coração sente que está em mim,

Que quando você se vai ele carece de você aqui,

O seu olhar penetra fundo que me vejo em você,

E quando teu corpo toca o meu,

É bem mais forte do que eu,

Que me toma, me invade,&nbsp;

Me abusa, me desassossega a alma,

E eu nem me sinto mais dona de mim, 

Me tira o rumo, o prumo, o caminho a seguir,

Só sinto seu calor e o cheiro do desejo&nbsp;

Que deixasse no meu corpo, em meu cabelo,

Em um beijo me levou mais longe que pensei chegar,

De um sentimento verdadeiro que me enlouquece,

Que me tira os pés chãos e tumultua tudo em mim,

E eu nem sei o que fazer, só sei que foi assim,

E sei que te desejo, e é você que acalma meus anseios,

Que eu não saberei viver mais sem ter você por perto,

E mesmo que você não caiba mais no meu abraço,

Que seu beijo não seja meu,&nbsp;

E nem os teus carinhos tomem forma em meu rosto,

O seu sorriso me deixa Feliz, rouba meu carinho,

Que é dono, que é motivo da&nbsp;bagunça e alegra tudo aqui...",06077746890335019831,Vivian Lino Netto,0,
516113,7728192475812216745,1618225793951409308,2012-04-02T12:39:00-02:00,Assim te vejo e te tenho,"

E quem disse que foi por acaso?!

Não foi acaso, eu afirmo foi destino,

E tão logo percebi,

Mulher forte e guerreia,

Que batalha pelo que quer e no que acredita,

&nbsp;Abriu mão de tudo e
escolheu ser Feliz,

Sabe dividir seus momentos,

Sabe escutar e aconselhar,

Também sabe o que é cumplicidade

O que é uma amizade de verdade,

Sabe cativar para si o carinho,

A admiração e o respeito,

Você sensata e madura,

Eu guria e arteira,

E mesmo tão diferentes,

Sabe respeita meu espaço,

E abre brechas para que possa recostar ao seu,

Sabe também muito mais vale

Uma boa conversa que uma noite de festa,

Ah! Mas quando a noite é de festa...

Mãe, filha, amiga, mulher...

Forte, determinada, 

A carioca com alma e garra

De gaucha bem nascida neste chão,

Sabe que os melhores momentos,

Onde criasse laços de maior afeto,

São os momentos mais simples,

Quando se doa para atenção,

Onde dividimos o café no fim de tarde,

Dividimos nossas historias,

E criamos historias só nossas,

E a cada abraço, cada sorriso, 

Cada gesto de carinho,

A nossa amizade toma um espaço maior,

Um valor maior, único,

E cada vez mais admiro, respeito

E te tenho minha amiga...",06077746890335019831,Vivian Lino Netto,0,
516114,8434284722150660037,1618225793951409308,2013-01-30T11:42:00-02:00,Pois é...,"

Pois é, não sou como você gostaria,

Pois é, às vezes eu não sei o que dizer,

Pois é, às vezes uma só palavra faz doer,

Esse frágil coração que aos olhos de quem vê,

Não acredita que pode acontecer,

E uma lágrima por tão pouco correr,

Pois é, preciso um pouco mais de afeição,

Pois é, não sou perfeita não,

Pois é, às vezes preciso de perdão,

Por querer um pouco mais de atenção,

Por não ter um sentimento assim tão bom,

Por temer doer o que ainda não cicatrizou,

E talvez você nunca ira entender...

Pois é, eu erro feio sim,

Pois é, tenho muito que aprender,

Pois é, ainda não sei reconhecer,

Que nem todas as flores têm espinhos,

E atrás das nuvens cinza tem um céu azul,

Que existem sentimentos sem maldade,

E que não estou assim tão só,

Pois é, eu tenho medo do escuro,

Pois é, preciso de um lugar seguro,

Pois é, preciso segurar sua mão,

Até que eu possa caminhar sozinha outra vez,



E esquecer tudo o que passou,

E voltar acreditar no que há de bom...

Pois é, Pois é...
",06077746890335019831,Vivian Lino Netto,0,
516115,5470774842522214742,1618225793951409308,2011-12-05T00:49:00-02:00,Assim sou eu...,"Não sou do tipo boneca,Ou do tipo a ser exibida aos seus amigos,Eu sou do tipo mulher,Sou do tipo que chora, do tipo que erra,Sou do tipo que pede perdão, Sou do tipo que não sabe viver sozinha,Eu sou do tipo que tropeça e cai,E quando caio admito, preciso de ajuda,Eu sou do tipo mulher frágil, mas que quando,Preciso ser sou forte, e levo meu mundo em meus ombros,Mas sou do tipo que me ajoelho de ante de quem for,Sou do tipo que gosta do cheiro da grama,Sou do tipo que se senta ao chão,Sou do tipo que pisa em poça de água,Eu sou do tipo de mulher que espera,E quando espero é com um abraço e um agrado,Eu sou do tipo que gosta de dar muito carinho,Mas não preciso receber para querer me doar,Sou do tipo que estará sempre ao seu lado seja para o que for,Sou do tipo que divido o pouco que tenho,Sou do tipo que deixo de ter para dar e receber apenas um sorriso,Eu sou do tipo que não sabe dizer não,E que quando sinto saudades eu digo,E quando gosto eu digo o que sinto,Sou do tipo que gosta de olhar-lhe dormir,Sou do tipo que não se importa de ir atrás,Sou do tipo que ama mais do que deveria amar,Eu me importo mais com quem está ao meu lado,E sem deixar de me importar com que está logo atrás,Eu sou do tipo que choro com palavras duras,Pois eu não sei usar minhas palavras para ferir alguém,E se por ventura sem notar o fizer eu volto e peço perdão,Como disse sou do tipo mulher eu erro,Eu sofro e choro, eu amo e digo que amo,E não sinto vergonha de amar sem receber,E coloco meus pés dês calços ao chão,Abro meus braços ao céu e espero a chuva molhar o meu corpo,Pois eu amo saber que existe amor em todas as coisas simples,E não apenas em “você”...",06077746890335019831,Vivian Lino Netto,0,
516116,5417618312199455539,1618225793951409308,2011-11-20T20:54:00-02:00,Sua Amizade,"Amigos não precisam pensar do mesmo jeito,Ser iguais, ter os mesmos gostos,E até mesmo os mesmos defeitos,Amigos são amigos sem ao menos um por que...Então pensei como seria aqui sem você?O que seria se não tivesse a amizadeE também o seu jeito divertido de ser?Esse jeito que me fez sorrirQuando o meu dia não estava assim tão feliz,Às vezes você diz que eu sofro de mais,Mas é teu jeito meio fechado&nbsp;Que me faz falar sem parar,E não dizer o que realmente preciso...Um abraço teu aqui comigo....E mesmo sem me entender ou concordar,Sempre se dispôs a me escutar,E a você sei que posso confiar,Seja qual for ou meus segredos,E por que não os meus defeitos,Se somos diferentes do fim até o começo,E mesmo assim trás o bem que me fazMelhor... E não é preciso dizer nada...É o modo como brinca, “briga” e cuida de mim,Que me faz sentir segura por te ter aqui,E não encontrarei palavras para agradecer,O sentimento de ter com que contar,E por tantos motivos me faz sentir,Você é a melhor pessoa que tenho aqui,Mas é a maneira desajeitada de me expressar,Que não me deixa transmitirO tamanho do carinho que sinto,E o quanto te quero sempre por “perto” de mim,Pois a Amizade, Admiração, Carinho, Amor e Respeito,Que te tenho não são como folhas solta ao vento...",06077746890335019831,Vivian Lino Netto,0,
516117,5599982461990610077,1618225793951409308,2011-11-06T17:55:00-02:00,Eu vou estar...,"

Você me pede pra que eu não te esqueça,

E eu é que te peço jamais esqueça

Que eu vou estar sempre aqui,

Estarei quando precisar de alguém para te ouvir,

Quando seu dia amanhecer nublado e não tiver para onde ir,

E se forças faltar e precisar desabar, desabe sobre mim,

Se tiver duvidas, talvez eu não consiga esclarecer, mas,

Estarei aqui para dizer não desista, siga em frente, lute
pelo que quiser,

No final cada momento vai ter valido a pena,

E se a chuva continuar a bater na sua janela, posso não
trazer o sol,

Mas não fique triste e chuva vai passar, mas eu vou
continuar aqui,

Talvez até o convide para sair à rua mesmo assim,

Para que a chuva molhe seu rosto e então perceba 

Que até mesmo uma tempestade pode te fazer sorrir,

E eu??? Eu estarei sempre aqui,

Quando estiver certo e até mesmo quando estiver errado,

Quando seu dia tiver sido difícil e precisar estar sozinho,

Mesmo assim eu estarei sempre aqui,

E se precisar gritar, brigar, desabafar, chorar...

Não se preocupe de braços abertos vou te acolher dentro de
mim,

Quando precisar de alguém que te abrace que te afague,

Que te faça sorrir alguém que te de a mão para seguir,

Eu estarei sempre aqui,

Vou estar para te aplaudir, a cada conquista,

Admirar cada sorriso seu, a cada olhar que transmita sua
felicidade,

Vou estar nos momentos bons e também nos ruins,

Por que para mim o que realmente importa é que você saiba,

Que eu estarei sempre aqui,

E se algum dia eu disser que vou partir e brigar com você,

Não se preocupe, também tenho os meus dias difíceis,

Mas eu sempre vou voltar pode levar pouco ou muito tempo,

Mas eu voltarei para perto para que nunca se sinta sozinho,

Mesmo que eu esteja longe de você,

Nunca se esqueça eu vou estar SEMPRE aqui...",06077746890335019831,Vivian Lino Netto,0,
516118,3373441222422740012,1618225793951409308,2012-04-02T17:53:00-02:00,Você para mim,"

Não gostaria de te ter nunca longe de mim

E quando por ventura se afastar,

Quero ter a certeza que em pouco tempo irá voltar, 

Quero poder dividir cada segundo com você,

Porque toda noite bate uma pequena saudade,

E cada dia cresce mais essa vontade,

De ti ter sempre por perto, mesmo sem estar ao meu lado,

Pois é você quem me faz ser melhor, 

E por você me tenho cheia de carinhos 

Por você infinito apreço, imensa ternura, 

Toda admiração que poderia ter por alguém cabe a você,

Se não fosse esse seu jeitinho fechado, meio marrento,

Teria-te muitas vezes em meus braços por um longo abraço,



E com muitos beijos tomaria o seu rosto,

Até você brigar comigo,

&nbsp;Pois até mesmo quando
briga me tira um sorriso,

Permitiria-me recostar sobre teu colo,

Pois com você me sinto mais segura,

E eu conheço cada expressão do seu rosto,

E mesmo que não diga uma só palavra,

Sei o que você diria naquele momento,

E até quando perde a paciência comigo,

Ainda sim tenho em você meu melhor abrigo, 

Melhor e maior amigo,

Com você não me permito segredos,

E se os tiver serão então só meus, 

Pois se não puder dividir com você

Não o farei com mais ninguém,

Admiro você em todos os sentidos,

E admiro muito mais como amigo,

Adoro cada instante que me permite ter com você,

Sem duvidas são os melhores e mais divertidos,

Por você eu faria tudo, só para te ver Feliz,

Para roubar teu sorriso,&nbsp;



Como rouba os meus sem motivos,

E por você ser o tão importante,

E me fazer tanto bem assim...

Que te quero sempre assim pertinho de mim...
",06077746890335019831,Vivian Lino Netto,0,
516130,5981198152272792172,1618248725384795849,2013-01-19T17:17:00-08:00,,"“Não importa quantas evidências existam de que a gente nunca vai dar certo, no fundo eu vou continuar acreditando em nós dois.”




",01609644761440874472,Dárah Isis,0,
516150,3834357396854728569,1618268979674776899,2012-03-28T00:30:00-07:00,Meu herói meu AVÔ,"Quando era muito jovem gostavade admirar você.Ficava imaginandose conseguiria ser como você.Ouvia teus conselhos com muita atenção.Me sentia privilegiado quando era o centrode tuas atenções.Gostava de suas brincadeiras brutas.Mamãe não gostava, mas eu adorava.Aprendia com você aquilo que precisavapara me afirmar na vida.Quantas vezes uma palavra suaera o suficientepara tirar minhas dúvidas e meus vazios.Talvez você nunca saiba:mas somente sua presença era suficiente.Apenas saber que você estava alipertinho de mim era suficiente.Venci meus medos e minhas dúvidas,apenas ouvindo suas brincadeiras.Foi a fase mais gostosa de minha vida...Meu mundo era tão seguro,era tão somente meu.Hoje minha realidade é diferente.Aquele mundo que era meunão existe mais.Mas as alegrias, as lembranças,as brincadeiras ficaram.Todas elas moldaram minha personalidade.Se hoje sou o que sou,foi porque tive a felicidade de viverum pedaço de minha vida com você.E foi o melhor pedaço de minha vida,foi sim...E hoje,este pedaço, faz parte das minhasmelhores lembranças.Obrigado meu Vô
.Obrigado pelo carinho,pelas horas dedicadas a mim,pelas horas de preocupação,pelos momentos de emoção,pelas lições que ficaram gravadasno coração.",g116468553925194695195,Yngrid Kelly,0,
516151,1175269635591393051,1618268979674776899,2012-07-01T19:30:00-07:00,"Não queria te amar tanto, você só me faz sofrer.","



Sua palavras me atingiram feito uma faca no meu coração, eu nunca pensei que você seria capaz de falar aquelas coisa para mim. Nunca pensei que você iria me magoar tanto quanto me magoou, Nunca pensei que você iria me tratar desse jeito. Eu só queria que tudo voltasse ao normal, voltasse a ser como era antes. Parecia que me magoar era a sua intenção e não conseguia entender o porquê você faria isso. A cada palavra tua caia uma lagrima em meu rosto, eu queria me afastar, porque eu sabia que não iria suportar aquilo,mas o que fazer quando o coração quer apenas amar e esquecer as magoas? Continuar ali tentando fazer que você entenda que meu amor é o mais puro e verdadeiro. Você me fez viver tudo aquilo que eu não queria, me fez sentir como é bom amar alguém e como é ruim perde-la .A pior dor do mundo é a ilusão e o abandono. Talvez eu não consiga suportar essa dor , mas terei que aprender a conviver com ela. Eu te agradeço pois foi você que me ensinou o que é AMOR.  E a cada palavra que escrevo não param de cair lagrimas dos meus olhos. E o que teria acontecido? Se você tivesse dito outra coisa? Se você tivesse ido por outro caminho?Se você tivesse parado, ou continuado?
Algumas escolhas às vezes tão pequenas podem mudar nossas vidas para sempre.
 Espero que meu ultimo pedido seja realizado !!
Só quero poder te abraçar pela ultima vez, e sorrir por saber que você já foi meu.",g116468553925194695195,Yngrid Kelly,0,
