id,qual_o_sentimento_predominante_no_texto,qual_o_sentimento_predominante_no_texto:confidence,blog_id,blogid,comments,content,datetime,img,img_max_polarity_idx,img_max_polarity_val,labels,name,negemo,posemo,post_id,postid,relative_polarity,title,user_id,wc,what_is_the_sentiment_feeling_of_the_image,what_is_the_sentiment_feeling_of_the_imageconfidence
1755476615,1,0.6858,,"1,6545009475026E+018",0,"
Sou tão adulta quanto a vida me exija e tão criança quanto o coração me implore. Sou decisão, 0.8 ou 800, sou sono profundo e insônia, montanha russa, descompasso, sou desastrada, exagerada, insensata no amor, passional no ciúme, doente na paixão, sou toalha molhada na cama, sou mil livros na cabeceira e 'trocentas' músicas na cabeça, sou aquele choro de deixar a cara amassada e aquela risada que pode ser ouvida do outro lado da rua, sou coração simples e humilde, mas sempre certo. Sou tanto erro e tão pouco acerto, tanta sorte e tão pouco juízo, tanta coragem e tão pouco destino. Sou isso, sou outras coisas, mas sou eu mesma.",,http://2.bp.blogspot.com/--K1rUV3bXfg/Tt6RtG6QMCI/AAAAAAAAAcY/7Odp71M9x7w/s1600/2848581346_cb26a3dec0.jpg,2,0.51610106,,Shey,6,7,,"1,77968312520537E+017",0.0078125,,"1,02845600144405E+019",128,1,0.6631
1755476616,1,0.638,,"1,6545009475026E+018",0,"
Já vi mulher de mini saia com integridade, já vi mulher de vestido no pé sem respeito algum. Quando roupa definir caráter alguém me avisa, por favor.",,http://2.bp.blogspot.com/-xDNmNCfVKqg/T47WkpXOa5I/AAAAAAAAAdA/svm3SlHsWCU/s1600/2848581346_cb26a3dec0.jpg,2,0.51610106,,Shey,0,3,,"1,40417694754557E+018",0.10344827586206896,,"1,02845600144405E+019",29,1,1
1755476617,2,0.6684,,"1,6175416346524E+018",2,"Que vício!!!!Turminha estou com 90 esmaltes.Sim ainda é pouco.rsrsrsJá li aqui na net casos de meninas que estão com 160 vidrinhos,sim pasmem:OOOOOHHHHHHHHH!!!!!Na minha visitinha á Tamoio comprei o Luxo AH,simplesmente lindooooooooooo!!!!Se você assim cou eu,tem esse vício delicioso de colecionar esmaltes,pode investir o nome mesmo diz Luxo!!!Foi bem baratinho 2,20.",,http://2.bp.blogspot.com/-yLGWPe4ijCA/ThI3PVjYMdI/AAAAAAAAAKI/GzG0fi9KowM/s1600/images%255B2%255D.jpg,0,0.47693872,,Daniele Dias,2,4,,"4,93739054289996E+018",0.031746031746031744,Dica de esmalte,g115497827865962559963,63,1,1
1755476618,0,0.6847,,"1,61766279735706E+018",0,"Rios correm dentro de mim;
Um medo me trava o riso;
O choro corre nos meus olhos;
A insegurança, a ansiedade;
Estou cercada de rostos por todos os lados nessa cidade, mas nenhum me parece amigo;
Todos passam carrancudos, frios e com pressa;
Não ligam para o meu grito sufocado de socorro;
Eu detesto a correria, a insensatez das cidades grandes ou médias;
O trânsito enlouquecido, buzinas, vozes praguejando;
""Sobe no ônibus, desce, sobe de novo"", e assim a vida segue e passa e a gente nem percebe;
Viver é um perigo constante, como diz uma frase que tantas vezes ouvi ""para morrer basta estar vivo"", mas a questão é, será que estar vivo é estar vivendo ?;
Eu quero não ter medo de viver, não ter medo de morrer, remorso de morrer com aquele pensamento de não ter vivido;
Por isso não quero deixar que nada me abale, que nada me pare;
Se eu quiser gastar todo meu dinheiro numa máquina de escrever, eu irei, isso me dará muito prazer;
Afinal de contas por que eu irei guardar todo meu dinheiro?, para comprar um bom caixão quando morrer?, por mim podem me enterrar num buraco qualquer, meu corpo de nada mais valerá;
Se eu quiser apenas um bom bife num bom restaurante, então eu comerei;
Se eu quiser simplesmente sair por aí sem rumo, então eu sairei;
Se eu te quiser para sempre, então me dá o teu sim e eu não desistirei;
Serei eu mesmo, serei esse pássaro que não mais vai se satisfazer com um prato de alpiste e água, e um carinho de vez em quando;
Assim que abrirem a gaiola eu irei voar, pelos diversos céus, mares, montanhas, pintando minhas ideias, disseminando minha sede de viver, minha liberdade pelos ares, entrando em combustão, queimando até só sobrar o pó.



",,http://1.bp.blogspot.com/-6q9u0UOJWm0/V2rZSYTc8CI/AAAAAAAABAQ/r3g4OJdau5UDJC1bF_Ubxv6WphBmZNDFwCLcB/s1600/img-jk-duotone.jpg,2,0.51607376,,Isa!,15,22,,"8,36628458646841E+018",0.0219435736677116,Para Kerouac,"1,10120173035231E+019",319,1,1
1755476619,0,1,,"1,65478726893938E+018",0,"Segunda feira volta à rotina, hoje já teve trabalho de matemática, atividade de historia, prova de biologia, e trabalho que vou começar a fazer agora, acho maior injustiça isso, já passo 6 horas na escola fazendo lição e eles ainda me mandam fazer lição fora da escola! #odeio!&nbsp;",,http://2.bp.blogspot.com/-UlKvRwUCsuc/TdqUpMBBXXI/AAAAAAAAAeI/CTMEdfnOKOY/s1600/prova.jpg,0,0.52588767,,Matt,2,1,,"2,20999645385334E+018",-0.018867924528301886,volta a rotina..,"1,10637636132434E+019",53,1,1
1755476620,1,0.6745,,"1,65484053408567E+017",0,"Deves duvidar profundamente, sempre e sempre, perguntando a ti mesmo o que poderia ser o sujeito que está ouvindo. Não preste atenção aos vários pensamentos ilusórios e ideias que possam te ocorrer. Apenas duvide mais, e mais profundamente, concentrando em você toda a força que há dentro de ti, sem mirar em coisa alguma e sem esperar nada em adiantado, sem pretender ser desperto e sem nem mesmo pretender não pretender ser desperto; torne-se como uma criança em teu próprio peito.Takasui, mestre zen (rinzai?) japonês, século XVIINão é interessante, a última frase?Dizem que para a prática do zen é preciso uma grande confiança/fé, uma grande dúvida e uma grande determinação. Hakuin é outro mestre rinzai que enfatiza a ""dúvida"", especialmente na prática com kōan.Nusuth, como diriam os handdaratas de Gethen.",,http://4.bp.blogspot.com/--0hV4-M4yWc/ThZj6S5OGjI/AAAAAAAAANs/EjyWnkKa82Q/s1600/doubt_dice-150x150.jpg,0,0.49589017,"dúvida,Hakuin,koan,Takasui",Seigaku,0,5,,"9,04522769921219E+018",0.03333333333333333,Grande dúvida,"6,78345548935854E+018",150,1,1
1755476621,2,1,,"1,65514129416476E+018",0,"O meu negócio é fluir com a vida...Ser como um rio.Se me chega um novo conhecer , vou lá, espreito, reflito, sinto o que ressoa em meu coração. Sigo adiante, sou um rio e nada deve me prender a este conhecimento, sinto apenas sua essência, seu perfume. Não o prenderei, não armazenarei em mim para eu ficar resguardada diante dessa 'verdade'. Se me dizem que é divino , eu respeito, mas ainda não é o meu divino fruto da minha experiência interior. O caminho, a viagem, o fluir é em direção ao centro. Nós nos prendemos para ter seguranças , somos inseguros. Queremos viver cheios de convicções mesmo que sejam alheias. Isso preenche nosso vazio. Dizer simplesmente: ""Eu não sei."" Constrange o nosso ego e suas fantasias. Espero ser sempre aquela que não sabe e que passa, agradece mas sente que tudo é passageiro. Para quê se filiar, se prender, segurar, o que não nos pertence e é impermanente? O que realmente nos pertence é a alegria sentida em conhecer e não em reter. Simplesmente conhecer. Reter é perecer. Sigamos, pois que não há verdade absoluta em nada mas tudo tem uma verdade. E deve ser SENTIDA em nós, e não retida como base de sustentação para o nosso ego, que só deseja poder e reconhecimento. O ego, confuso, desconhece o Amor... Rosa Barros",,http://2.bp.blogspot.com/--qk1G5cd9_I/Ttj7PRNuDpI/AAAAAAAAAVM/zmfE4tRucMo/s1600/rosas%2Bjardins.jpg,2,0.44054052,,Rosa Barros,2,18,,"4,53456228733936E+018",0.06837606837606837,Fluir...,"1,55723785625635E+019",234,1,0.6725
1755476622,2,1,,"1,65527901511781E+017",1,"


MAMÃE, ESTOU TÃO FELIZ

(Agnaldo Timóteo) 







Mamãe estou tão feliz

Porque voltei pra você

Alguma coisa me diz

Que hoje eu volto a viver

Penso feliz ao seu lado

Viver distante por que



Mamãe

Só pra você eu cantarei agora

Mamãe

A solidão foi para sempre embora



Essas palavras de amor

Que digo nesta canção

Creia mãezinha querida

Nascem no meu coração



Mamãe

A chama viva que me aquece é você

Toda minha vida

Eu só desejo ao seu lado viver



Sinto tremer sua mão

E a voz cansada falhar

Ao me fazer um carinho mamãe

Numa canção de ninar

Sua cabeça esta branca

Mais há luz em seu olhar



Mamãe

Só pra você eu cantarei agora

Mamãe

A solidão foi para sempre embora



Essas palavras de amor

Que digo nesta canção

Creia mãezinha querida

Nascem no meu coração



Mamãe",,http://3.bp.blogspot.com/_4IuZKVDOvqo/S-HmBNXbcII/AAAAAAAAAPE/x0wwid-Xfwo/s1600/Saudade.jpg,2,0.44301492,MÃE,Rosângela,2,7,,"4,5555280145178E+018",0.0308641975308642,"SAUDADES ETERNAS,MAMÃE!","1,03293144244306E+019",162,1,0.6495
1755476623,2,1,,"1,61768832871641E+018",3,"                                             Barra Grande-PiMãe Inaê,saudades dos teus cabelos roçando nos meu pés,saudades do teu gosto de sal ,do teu sorriso derramado em espumas brancas,saudades da areia que edificou meu castelo há pouco tão frágil,colorido por conchas ilusórias .Hoje,concretizando o milagre da vida eu perpetuo teu nome no meu ventre:MOANAl!Moana,nome de origem hawaiana,derivado de Moa,era assim que as tribos hawaianas chamavam a imensidão azul do mar,não me restou outra saída a não ser  passar o resto da minha vida homenageando o cenário que modificou integralmente o meu ser.Moana,mamãe ama você!",,http://1.bp.blogspot.com/_rGCk00-xZlU/TKyl3i-YfLI/AAAAAAAAAhU/hh4hj7wbx9k/s1600/Barra+Grande.jpg,2,0.44025177,,Vanessa Feitosa,3,4,,"5,23534693622069E+018",0.008849557522123894,Imensidão azul.,"1,59426233700808E+018",113,1,1
1755476624,0,1,,"1,65557418140363E+018",4,"


&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Poderei escrever enormes cartas, tantas outras frases
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; &nbsp;Mas anseio mesmo é pelo meu tenso pensamento
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Minhas &nbsp;palavras, bem nem sei mais se importam tanto assim
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; As ações proferidas por mim tem ao longo de tudo ganhado espaço
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Tenho um sentimento de culpa tão fulgaz...!&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Deixei cair tantos, tantos grãos nessa estrada.

&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; E nenhum deles tive coragem de ver nascer
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Pois antes de tudo começar..Eu simplesmente fecho os olhos&nbsp;&nbsp;&nbsp; ....TENSO...
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; E quando menos espero,estou lá, sentada ,sozinha, calada, tão longe de mim..&nbsp;Tão longe de todos!
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Um desejo estranho domina meus ares, a vontade de voltar atrás quando já não é mais possível
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Num dia qualquer eu saio de mim, tomo posses diferentes,
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Sou eu :O ser imperfeito....
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; ELISSÂNIA MENDES",,http://1.bp.blogspot.com/_1k0y85O7GeE/TNsCygCSfTI/AAAAAAAAAGw/WwYwb40lZcI/s1600/sozinha.jpg,2,0.44904563,,Pensamentos e reflexões,6,5,,"8,36203758786277E+018",-0.003436426116838488,Eu: O ser imperfeito,"6,91061467986661E+018",291,1,0.6826
1755476625,0,0.6745,,"1,65557418140363E+018",1,"O Pequeno Olhar


Ser Que anda
Parasitando a vida
Sendo a mosca da sopa
De desconhecidos...
Mastigado pela natureza,
Como algo desnecessario
E incoviniente!
Engolido pelo mundo
Como uma pequena fagulha de poeira
Que se perdeu no ar.
Anulado sempre
Pelos outros,
Perdendo assim sua propria essencia
Capacho de um ""Deus"" brincalhão
Pbre ser,
De alma pequenina,
Grão de arêia esquecido
Numa tonelada de açucar cristal...
Coitado de ti, ó criatura,
De ínfima presença,
Que não desperta
Si quer compaixão.
Es tú, que move esta
Montanha de pensamentos
Presos em mim,
Que me faz perguntar se existe
Paz, Felicidade Ou paraíso... Enfim!&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Lidiane Marreiro",,http://4.bp.blogspot.com/_1k0y85O7GeE/THlk1AiI_GI/AAAAAAAAAGg/yaPpkfwPTOQ/s1600/OLHAR.jpg,0,0.47719386,,Pensamentos e reflexões,2,4,,"1,878735116059E+018",0.008968609865470852,,"6,91061467986661E+018",223,1,1
1755476626,2,0.6757,,"1,6555868656532E+018",2,"



Ontem escrevi sonhos,
plantei...cada semente em uma terra fértil
pelo menos foi isso que o vendedor me disse,
que cada semente ganharia uma grande terra,fértil e especial,única!


Mas ao longo dos dias,dos meses,dos anos...
Eu não entendia porque muitas delas não cresciam,
ou porque não davam frutos.
Não conseguia entender o que acontecia


Me deparei com dúvidas,com medo e com a falta do que fazer
as idéias surgiam,mas nenhuma delas dava resultado
e a sensação de errar tomou conta de mim
e durante muito tempo carreguei a certeza de que estava errando sem saber o porquê.


Até que, de repente,percebi que não era em mim,mas na terra
naquela terra que me iludiram,que me enganaram,me fizeram acreditar que era fértil.
Que com ela sairiam grandes frutos,grandes raízes e árvores maravilhosas.
Me fizeram acreditar que a terra era boa.


E embora ouvesse um esforço contínuo dentro de mim
somente arrancando semente por semente daquela terra eu conseguiria o que tanto sonhei
E foi assim,arrancado semente por semente,abrindo buracos com as mãos,fazendo um trabalho árduo,porém o mais sensato.
Foi assim,que encontrei novas terras e finalmente,fiz com que as sementes se tornassem grandes árvores,desse bons frutos e seguissem seus caminhos.


(Raquel Schuindt)",,http://3.bp.blogspot.com/-42N-zD31lhQ/Tt6rqcp-FAI/AAAAAAAAAQI/Em-ikNsqK_o/s1600/imagem050311110126.jpg,0,0.49151444,,Raquel Schuindt,7,15,,"1,64895782909215E+018",0.03433476394849785,Sobre sementes e terras,"1,79205831107533E+019",233,1,1
1755476627,0,0.3635,,"1,6555868656532E+018",0,"
Mudanças acontecem a todo tempo, em todo o momentoMuitas delas geralmente nos proporcionam coisas boasOutras, infelizmente deixam muito a desejarAlgumas levam nosso melhor e deixam em nós o piorO fato é que toda mudança gera aprendizado,Gera amadurecimento e comprometimento com si mesmoNinguém deve querer crescer sem estar bem por dentroNão dá para tentar ter paz com outra pessoa antes de ter com vocêPara mudar pelos outros, é melhor continuar como estáNenhum conceito sobre você é mais importante do que aquele que grita dentro de siNinguém te conhece tão bem como você mesmoE não adianta tentarem provar o contrário, não irão conseguirSó você sabe o que pensa,o que sente e o que transmiteNinguém conta tudo de si o tempo todo, não tem graça ser alguém sem mistérioEntão para mudar, comece a pensar em quem realmente está ao seu redorQuem pede mudanças ao outro, não consegue enxergar quem realmente éNão aceitar as pessoas que te cercam como elas são é o ato mais medíocre do ser humanoAssim como não estar apto a mudar,pois todos nós mudamos constantementeÉ necessário dar tempo aos que precisam mudar,é preciso&nbsp; paciência com quem te importaPara cobrar a mudança no outro,comece a mudar os seus próprios pensamentos...(Raquel Schuindt)",,http://2.bp.blogspot.com/-8DquEfLMhUQ/T1G-t-MpW-I/AAAAAAAAAQY/HlWqiv6N1F8/s1600/mudancas1.jpg,0,0.48223206,,Raquel Schuindt,4,15,,"8,10085623375378E+018",0.047413793103448267,Sobre mudanças...,"1,79205831107533E+019",232,1,1
1755476628,0,0.6406,,"1,6555868656532E+018",0,"
Sabe quando você quer voar e não deixam?Seguram suas asas, arrancam suas penasCortam em você aquilo que faz você alcançar as alturas?Sem nem saber exatamente por que&nbsp;Porque pessoas insistem em inibir um belo vôo alheio?A sensação de liberdade no céu, de alcançar o novo e belo deve ser indescritívelInfelizmente fica difícil descrever, pois no momento arrancaram minhas asasTravaram novamente dentro de mim o maior voo que eu poderia dar&nbsp;E eu sei que quando minhas asas se abrirem,ninguém vai poder me alcançarTamanha será minha felicidade e conquistaEu sei que será um belo voo,eu sei!Mas agora,encontro-me ferida,arrancaram parte de mim&nbsp;Por mais que eu tente voar,ainda não é o tempoDemora um pouco para que as asas cresçam novamenteÉ preciso paciência e cuidado,para que não descubram que ela voltará a crescerMas eu sei que ela vai voltar...&nbsp;Enquanto isso faço-me um segredoGuardo todos os destinos dos voos que sei que alcançarei aqui,dentro de mimNão traço rota,não faço planos,aguardo...Aguardo em silêncio,espero o novo amanhecer.
(Raquel Schuindt)",,http://2.bp.blogspot.com/-Zig4BzQ_zgM/T1G9hxFWJjI/AAAAAAAAAQQ/31M5HypusXE/s1600/ANJOde+asas+machucadas.jpg,2,0.51243865,,Raquel Schuindt,1,11,,"1,17994698391636E+018",0.04878048780487805,Sobre asas...,"1,79205831107533E+019",205,1,0.6608
